01:11:59,Ant,126.079,18.75,23,25,32,,,,,,,,,,,,,,,,,,,,,,,,36.083,41.383,126.079,,,,,,,,,,,,,,
01:12:08,Ant,98.926,13.333333333333334,24,26,45,,,,,,,,,,,,,,,,,,,,,,,,36.083,41.383,126.079,42.4,,,,,,,,,,,,,
01:12:19,Retr,74.216,-41.86046511627907,25,19,43,,,,,,,,,,,,,,,,,23.617,24.583,23.583,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,59.438,,,,,,,,
01:12:20,Ant,97.844,66.66666666666666,30,32,9,,,,,,,,,,,,,,,,,23.617,24.583,23.583,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,97.844,78.766,,,,,,,
01:12:21,Ant,75.29,120.0,30,32,5,,,,,,,,,,,,,,,,,23.617,24.583,23.583,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,97.844,78.766,,,,,,,
01:12:22,Ant,65.017,102.85714285714285,16,28,35,,,,,,,,,,,,,,,,,23.617,24.583,23.985,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,97.844,78.766,,,,,,,
01:12:25,Ant,67.362,150.0,30,32,4,,,,,,,,,,,,,,,,,23.617,24.583,23.985,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,97.844,78.766,,,,,,,
01:12:26,Ant,30.35,150.0,25,28,6,,,,,,,,,,,,,,,,,23.617,24.583,23.985,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,97.844,78.766,,,,,,,
01:12:26,Ant,101.507,60.0,30,33,15,,,,,,,,,,,,,,,,,23.617,24.583,23.985,23.217,20.436,28.817,20.269,36.083,41.383,126.079,74.216,42.447,46.571,22.864,35.852,97.844,78.766,101.507,,,,,,
01:12:28,Retr,218.979,-450.0,25,7,12,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.531,218.979,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.71,97.844,78.766,101.507,,,,,,
01:12:28,Ant,30.537,900.0,1,7,2,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.531,218.979,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.71,97.844,78.766,101.507,,,,,,
01:12:29,Ant,243.392,2250.0,1,31,4,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.669,243.392,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.797,97.844,78.766,101.507,,,,,,
01:12:29,Ant,243.392,3150.0,10,31,2,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.669,243.392,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.797,97.844,78.766,101.507,,,,,,
01:12:29,Ant,54.421,1600.0,14,30,3,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.669,243.392,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.797,97.844,78.766,101.507,,,,,,
01:12:34,Ant,181.874,85.71428571428571,30,32,7,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.669,243.392,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.797,97.844,181.874,101.507,,,,,,
01:12:36,Ant,197.588,0.906344410876133,37,40,993,,30.918,27.413,29.452,29.686,27.783,26.709,25.236,21.141,22.473,33.669,243.392,24.069,23.322,29.334,27.247,32.086,26.989,29.269,28.486,24.853,29.569,26.651,36.083,41.383,126.079,74.216,42.447,69.63,33.554,48.797,97.844,181.874,101.507,,,,197.588,37.764,63.827
